Election Code,Election Title,County Code,County Name,Contest Code,Contest Title,Candidate Number,Candidate Name,Votes,Party Code
1001030,GENERAL ELECTION 2018,33,Franklin,1000940,AL-04,1,Lee Auman,1866,DEM
1001030,GENERAL ELECTION 2018,33,Franklin,1000940,AL-04,2,Robert Aderholt,6837,REP
1001030,GENERAL ELECTION 2018,33,Franklin,1000940,AL-04,3,Write-In,13,NON
1001030,GENERAL ELECTION 2018,33,Franklin,1001000,GOVERNOR,1,Walt Maddox,2334,DEM
1001030,GENERAL ELECTION 2018,33,Franklin,1001000,GOVERNOR,2,Kay Ivey,6451,REP
1001030,GENERAL ELECTION 2018,33,Franklin,1001000,GOVERNOR,3,Write-In,22,NON
1001030,GENERAL ELECTION 2018,34,Geneva,1000920,AL-02,1,Tabitha Isner,1542,DEM
1001030,GENERAL ELECTION 2018,34,Geneva,1000920,AL-02,2,Martha Roby,7362,REP
1001030,GENERAL ELECTION 2018,34,Geneva,1000920,AL-02,3,Write-In,32,NON
1001030,GENERAL ELECTION 2018,34,Geneva,1001000,GOVERNOR,1,Walt Maddox,1219,DEM
1001030,GENERAL ELECTION 2018,34,Geneva,1001000,GOVERNOR,2,Kay Ivey,7780,REP
1001030,GENERAL ELECTION 2018,34,Geneva,1001000,GOVERNOR,3,Write-In,15,NON
1001030,GENERAL ELECTION 2018,35,Greene,1000970,AL-07,1,Terri A. Sewell,3610,DEM
1001030,GENERAL ELECTION 2018,35,Greene,1000970,AL-07,2,Write-In,22,NON
1001030,GENERAL ELECTION 2018,35,Greene,1001000,GOVERNOR,1,Walt Maddox,3506,DEM
1001030,GENERAL ELECTION 2018,35,Greene,1001000,GOVERNOR,2,Kay Ivey,661,REP
1001030,GENERAL ELECTION 2018,35,Greene,1001000,GOVERNOR,3,Write-In,1,NON
1001030,GENERAL ELECTION 2018,36,Hale,1000970,AL-07,1,Terri A. Sewell,4657,DEM
1001030,GENERAL ELECTION 2018,36,Hale,1000970,AL-07,2,Write-In,109,NON
1001030,GENERAL ELECTION 2018,36,Hale,1001000,GOVERNOR,1,Walt Maddox,4204,DEM
1001030,GENERAL ELECTION 2018,36,Hale,1001000,GOVERNOR,2,Kay Ivey,2361,REP
1001030,GENERAL ELECTION 2018,36,Hale,1001000,GOVERNOR,3,Write-In,5,NON
1001030,GENERAL ELECTION 2018,37,Henry,1000920,AL-02,1,Tabitha Isner,2245,DEM
1001030,GENERAL ELECTION 2018,37,Henry,1000920,AL-02,2,Martha Roby,4416,REP
1001030,GENERAL ELECTION 2018,37,Henry,1000920,AL-02,3,Write-In,10,NON
1001030,GENERAL ELECTION 2018,37,Henry,1001000,GOVERNOR,1,Walt Maddox,2037,DEM
1001030,GENERAL ELECTION 2018,37,Henry,1001000,GOVERNOR,2,Kay Ivey,4653,REP
1001030,GENERAL ELECTION 2018,37,Henry,1001000,GOVERNOR,3,Write-In,14,NON
1001030,GENERAL ELECTION 2018,38,Houston,1000920,AL-02,1,Tabitha Isner,9888,DEM
1001030,GENERAL ELECTION 2018,38,Houston,1000920,AL-02,2,Martha Roby,21976,REP
1001030,GENERAL ELECTION 2018,38,Houston,1000920,AL-02,3,Write-In,96,NON
1001030,GENERAL ELECTION 2018,38,Houston,1001000,GOVERNOR,1,Walt Maddox,8993,DEM
1001030,GENERAL ELECTION 2018,38,Houston,1001000,GOVERNOR,2,Kay Ivey,23012,REP
1001030,GENERAL ELECTION 2018,38,Houston,1001000,GOVERNOR,3,Write-In,51,NON
1001030,GENERAL ELECTION 2018,39,Jackson,1000940,AL-04,1,Lee Auman,5,DEM
1001030,GENERAL ELECTION 2018,39,Jackson,1000940,AL-04,2,Robert Aderholt,51,REP
1001030,GENERAL ELECTION 2018,39,Jackson,1000940,AL-04,3,Write-In,0,NON
1001030,GENERAL ELECTION 2018,39,Jackson,1000950,AL-05,1,Peter Joffrion,3512,DEM
1001030,GENERAL ELECTION 2018,39,Jackson,1000950,AL-05,2,Mo Brooks,11991,REP
1001030,GENERAL ELECTION 2018,39,Jackson,1000950,AL-05,3,Write-In,10,NON
1001030,GENERAL ELECTION 2018,39,Jackson,1001000,GOVERNOR,1,Walt Maddox,3565,DEM
1001030,GENERAL ELECTION 2018,39,Jackson,1001000,GOVERNOR,2,Kay Ivey,12066,REP
1001030,GENERAL ELECTION 2018,39,Jackson,1001000,GOVERNOR,3,Write-In,39,NON
1001030,GENERAL ELECTION 2018,40,Lamar,1000940,AL-04,1,Lee Auman,823,DEM
1001030,GENERAL ELECTION 2018,40,Lamar,1000940,AL-04,2,Robert Aderholt,4530,REP
1001030,GENERAL ELECTION 2018,40,Lamar,1000940,AL-04,3,Write-In,1,NON
1001030,GENERAL ELECTION 2018,40,Lamar,1001000,GOVERNOR,1,Walt Maddox,973,DEM
1001030,GENERAL ELECTION 2018,40,Lamar,1001000,GOVERNOR,2,Kay Ivey,4397,REP
1001030,GENERAL ELECTION 2018,40,Lamar,1001000,GOVERNOR,3,Write-In,4,NON
1001030,GENERAL ELECTION 2018,41,Lauderdale,1000950,AL-05,1,Peter Joffrion,10225,DEM
1001030,GENERAL ELECTION 2018,41,Lauderdale,1000950,AL-05,2,Mo Brooks,20369,REP
1001030,GENERAL ELECTION 2018,41,Lauderdale,1000950,AL-05,3,Write-In,12,NON
1001030,GENERAL ELECTION 2018,41,Lauderdale,1001000,GOVERNOR,1,Walt Maddox,10154,DEM
1001030,GENERAL ELECTION 2018,41,Lauderdale,1001000,GOVERNOR,2,Kay Ivey,20561,REP
1001030,GENERAL ELECTION 2018,41,Lauderdale,1001000,GOVERNOR,3,Write-In,49,NON
1001030,GENERAL ELECTION 2018,42,Lawrence,1000940,AL-04,1,Lee Auman,3164,DEM
1001030,GENERAL ELECTION 2018,42,Lawrence,1000940,AL-04,2,Robert Aderholt,8567,REP
1001030,GENERAL ELECTION 2018,42,Lawrence,1000940,AL-04,3,Write-In,6,NON
1001030,GENERAL ELECTION 2018,42,Lawrence,1001000,GOVERNOR,1,Walt Maddox,3775,DEM
1001030,GENERAL ELECTION 2018,42,Lawrence,1001000,GOVERNOR,2,Kay Ivey,8146,REP
1001030,GENERAL ELECTION 2018,42,Lawrence,1001000,GOVERNOR,3,Write-In,24,NON
1001030,GENERAL ELECTION 2018,43,Lee,1000930,AL-03,1,Mallory Hagan,20904,DEM
1001030,GENERAL ELECTION 2018,43,Lee,1000930,AL-03,2,Mike Rogers,28173,REP
1001030,GENERAL ELECTION 2018,43,Lee,1000930,AL-03,3,Write-In,44,NON
1001030,GENERAL ELECTION 2018,43,Lee,1001000,GOVERNOR,1,Walt Maddox,19931,DEM
1001030,GENERAL ELECTION 2018,43,Lee,1001000,GOVERNOR,2,Kay Ivey,29135,REP
1001030,GENERAL ELECTION 2018,43,Lee,1001000,GOVERNOR,3,Write-In,74,NON
1001030,GENERAL ELECTION 2018,44,Limestone,1000950,AL-05,1,Peter Joffrion,10260,DEM
1001030,GENERAL ELECTION 2018,44,Limestone,1000950,AL-05,2,Mo Brooks,23000,REP
1001030,GENERAL ELECTION 2018,44,Limestone,1000950,AL-05,3,Write-In,43,NON
1001030,GENERAL ELECTION 2018,44,Limestone,1001000,GOVERNOR,1,Walt Maddox,10335,DEM
1001030,GENERAL ELECTION 2018,44,Limestone,1001000,GOVERNOR,2,Kay Ivey,23069,REP
1001030,GENERAL ELECTION 2018,44,Limestone,1001000,GOVERNOR,3,Write-In,53,NON
1001030,GENERAL ELECTION 2018,45,Lowndes,1000970,AL-07,1,Terri A. Sewell,3831,DEM
1001030,GENERAL ELECTION 2018,45,Lowndes,1000970,AL-07,2,Write-In,77,NON
1001030,GENERAL ELECTION 2018,45,Lowndes,1001000,GOVERNOR,1,Walt Maddox,3487,DEM
1001030,GENERAL ELECTION 2018,45,Lowndes,1001000,GOVERNOR,2,Kay Ivey,1555,REP
1001030,GENERAL ELECTION 2018,45,Lowndes,1001000,GOVERNOR,3,Write-In,4,NON
1001030,GENERAL ELECTION 2018,46,Macon,1000930,AL-03,1,Mallory Hagan,5967,DEM
1001030,GENERAL ELECTION 2018,46,Macon,1000930,AL-03,2,Mike Rogers,1235,REP
1001030,GENERAL ELECTION 2018,46,Macon,1000930,AL-03,3,Write-In,4,NON
1001030,GENERAL ELECTION 2018,46,Macon,1001000,GOVERNOR,1,Walt Maddox,5862,DEM
1001030,GENERAL ELECTION 2018,46,Macon,1001000,GOVERNOR,2,Kay Ivey,1374,REP
1001030,GENERAL ELECTION 2018,46,Macon,1001000,GOVERNOR,3,Write-In,2,NON
1001030,GENERAL ELECTION 2018,47,Madison,1000950,AL-05,1,Peter Joffrion,66012,DEM
1001030,GENERAL ELECTION 2018,47,Madison,1000950,AL-05,2,Mo Brooks,74528,REP
1001030,GENERAL ELECTION 2018,47,Madison,1000950,AL-05,3,Write-In,128,NON
1001030,GENERAL ELECTION 2018,47,Madison,1001000,GOVERNOR,1,Walt Maddox,65127,DEM
1001030,GENERAL ELECTION 2018,47,Madison,1001000,GOVERNOR,2,Kay Ivey,75544,REP
1001030,GENERAL ELECTION 2018,47,Madison,1001000,GOVERNOR,3,Write-In,242,NON
1001030,GENERAL ELECTION 2018,48,Marengo,1000970,AL-07,1,Terri A. Sewell,5262,DEM
1001030,GENERAL ELECTION 2018,48,Marengo,1000970,AL-07,2,Write-In,154,NON
1001030,GENERAL ELECTION 2018,48,Marengo,1001000,GOVERNOR,1,Walt Maddox,4729,DEM
1001030,GENERAL ELECTION 2018,48,Marengo,1001000,GOVERNOR,2,Kay Ivey,4025,REP
1001030,GENERAL ELECTION 2018,48,Marengo,1001000,GOVERNOR,3,Write-In,5,NON
1001030,GENERAL ELECTION 2018,49,Marion,1000940,AL-04,1,Lee Auman,1272,DEM
1001030,GENERAL ELECTION 2018,49,Marion,1000940,AL-04,2,Robert Aderholt,8570,REP
1001030,GENERAL ELECTION 2018,49,Marion,1000940,AL-04,3,Write-In,12,NON
1001030,GENERAL ELECTION 2018,49,Marion,1001000,GOVERNOR,1,Walt Maddox,1876,DEM
1001030,GENERAL ELECTION 2018,49,Marion,1001000,GOVERNOR,2,Kay Ivey,8021,REP
1001030,GENERAL ELECTION 2018,49,Marion,1001000,GOVERNOR,3,Write-In,17,NON
1001030,GENERAL ELECTION 2018,50,Marshall,1000940,AL-04,1,Lee Auman,4266,DEM
1001030,GENERAL ELECTION 2018,50,Marshall,1000940,AL-04,2,Robert Aderholt,22904,REP
1001030,GENERAL ELECTION 2018,50,Marshall,1000940,AL-04,3,Write-In,19,NON
1001030,GENERAL ELECTION 2018,50,Marshall,1001000,GOVERNOR,1,Walt Maddox,5188,DEM
1001030,GENERAL ELECTION 2018,50,Marshall,1001000,GOVERNOR,2,Kay Ivey,22020,REP
1001030,GENERAL ELECTION 2018,50,Marshall,1001000,GOVERNOR,3,Write-In,70,NON
1001030,GENERAL ELECTION 2018,51,Monroe,1000910,AL-01,1,"Robert Kennedy, Jr.",3841,DEM
1001030,GENERAL ELECTION 2018,51,Monroe,1000910,AL-01,2,Bradley Byrne,4974,REP
1001030,GENERAL ELECTION 2018,51,Monroe,1001000,GOVERNOR,1,Walt Maddox,3859,DEM
1001030,GENERAL ELECTION 2018,51,Monroe,1001000,GOVERNOR,2,Kay Ivey,5033,REP
1001030,GENERAL ELECTION 2018,52,Morgan,1000950,AL-05,1,Peter Joffrion,10769,DEM
1001030,GENERAL ELECTION 2018,52,Morgan,1000950,AL-05,2,Mo Brooks,28485,REP
1001030,GENERAL ELECTION 2018,52,Morgan,1000950,AL-05,3,Write-In,28,NON
1001030,GENERAL ELECTION 2018,52,Morgan,1001000,GOVERNOR,1,Walt Maddox,11044,DEM
1001030,GENERAL ELECTION 2018,52,Morgan,1001000,GOVERNOR,2,Kay Ivey,28318,REP
1001030,GENERAL ELECTION 2018,52,Morgan,1001000,GOVERNOR,3,Write-In,57,NON
1001030,GENERAL ELECTION 2018,53,Perry,1000970,AL-07,1,Terri A. Sewell,3335,DEM
1001030,GENERAL ELECTION 2018,53,Perry,1000970,AL-07,2,Write-In,44,NON
1001030,GENERAL ELECTION 2018,53,Perry,1001000,GOVERNOR,1,Walt Maddox,3176,DEM
1001030,GENERAL ELECTION 2018,53,Perry,1001000,GOVERNOR,2,Kay Ivey,1058,REP
1001030,GENERAL ELECTION 2018,53,Perry,1001000,GOVERNOR,3,Write-In,3,NON
1001030,GENERAL ELECTION 2018,54,Pickens,1000970,AL-07,1,Terri A. Sewell,4187,DEM
1001030,GENERAL ELECTION 2018,54,Pickens,1000970,AL-07,2,Write-In,293,NON
1001030,GENERAL ELECTION 2018,54,Pickens,1001000,GOVERNOR,1,Walt Maddox,3666,DEM
1001030,GENERAL ELECTION 2018,54,Pickens,1001000,GOVERNOR,2,Kay Ivey,4634,REP
1001030,GENERAL ELECTION 2018,54,Pickens,1001000,GOVERNOR,3,Write-In,8,NON
1001030,GENERAL ELECTION 2018,55,Pike,1000920,AL-02,1,Tabitha Isner,4552,DEM
1001030,GENERAL ELECTION 2018,55,Pike,1000920,AL-02,2,Martha Roby,5794,REP
1001030,GENERAL ELECTION 2018,55,Pike,1000920,AL-02,3,Write-In,21,NON
1001030,GENERAL ELECTION 2018,55,Pike,1001000,GOVERNOR,1,Walt Maddox,4173,DEM
1001030,GENERAL ELECTION 2018,55,Pike,1001000,GOVERNOR,2,Kay Ivey,6219,REP
1001030,GENERAL ELECTION 2018,55,Pike,1001000,GOVERNOR,3,Write-In,11,NON
1001030,GENERAL ELECTION 2018,56,Randolph,1000930,AL-03,1,Mallory Hagan,1805,DEM
1001030,GENERAL ELECTION 2018,56,Randolph,1000930,AL-03,2,Mike Rogers,5768,REP
1001030,GENERAL ELECTION 2018,56,Randolph,1000930,AL-03,3,Write-In,5,NON
1001030,GENERAL ELECTION 2018,56,Randolph,1001000,GOVERNOR,1,Walt Maddox,1854,DEM
1001030,GENERAL ELECTION 2018,56,Randolph,1001000,GOVERNOR,2,Kay Ivey,5723,REP
1001030,GENERAL ELECTION 2018,56,Randolph,1001000,GOVERNOR,3,Write-In,12,NON
1001030,GENERAL ELECTION 2018,57,Russell,1000930,AL-03,1,Mallory Hagan,8016,DEM
1001030,GENERAL ELECTION 2018,57,Russell,1000930,AL-03,2,Mike Rogers,7001,REP
1001030,GENERAL ELECTION 2018,57,Russell,1000930,AL-03,3,Write-In,7,NON
1001030,GENERAL ELECTION 2018,57,Russell,1001000,GOVERNOR,1,Walt Maddox,7861,DEM
1001030,GENERAL ELECTION 2018,57,Russell,1001000,GOVERNOR,2,Kay Ivey,7166,REP
1001030,GENERAL ELECTION 2018,57,Russell,1001000,GOVERNOR,3,Write-In,17,NON
1001030,GENERAL ELECTION 2018,58,Shelby,1000960,AL-06,1,Danner Kline,23193,DEM
1001030,GENERAL ELECTION 2018,58,Shelby,1000960,AL-06,2,Gary Palmer,60170,REP
1001030,GENERAL ELECTION 2018,58,Shelby,1000960,AL-06,3,Write-In,47,NON
1001030,GENERAL ELECTION 2018,58,Shelby,1001000,GOVERNOR,1,Walt Maddox,26824,DEM
1001030,GENERAL ELECTION 2018,58,Shelby,1001000,GOVERNOR,2,Kay Ivey,56839,REP
1001030,GENERAL ELECTION 2018,58,Shelby,1001000,GOVERNOR,3,Write-In,125,NON
1001030,GENERAL ELECTION 2018,59,St. Clair,1000930,AL-03,1,Mallory Hagan,5575,DEM
1001030,GENERAL ELECTION 2018,59,St. Clair,1000930,AL-03,2,Mike Rogers,24248,REP
1001030,GENERAL ELECTION 2018,59,St. Clair,1000930,AL-03,3,Write-In,8,NON
1001030,GENERAL ELECTION 2018,59,St. Clair,1001000,GOVERNOR,1,Walt Maddox,6373,DEM
1001030,GENERAL ELECTION 2018,59,St. Clair,1001000,GOVERNOR,2,Kay Ivey,23507,REP
1001030,GENERAL ELECTION 2018,59,St. Clair,1001000,GOVERNOR,3,Write-In,55,NON
1001030,GENERAL ELECTION 2018,60,Sumter,1000970,AL-07,1,Terri A. Sewell,4534,DEM
1001030,GENERAL ELECTION 2018,60,Sumter,1000970,AL-07,2,Write-In,57,NON
1001030,GENERAL ELECTION 2018,60,Sumter,1001000,GOVERNOR,1,Walt Maddox,4146,DEM
1001030,GENERAL ELECTION 2018,60,Sumter,1001000,GOVERNOR,2,Kay Ivey,1289,REP
1001030,GENERAL ELECTION 2018,60,Sumter,1001000,GOVERNOR,3,Write-In,3,NON
1001030,GENERAL ELECTION 2018,61,Talladega,1000930,AL-03,1,Mallory Hagan,10202,DEM
1001030,GENERAL ELECTION 2018,61,Talladega,1000930,AL-03,2,Mike Rogers,15950,REP
1001030,GENERAL ELECTION 2018,61,Talladega,1000930,AL-03,3,Write-In,12,NON
1001030,GENERAL ELECTION 2018,61,Talladega,1001000,GOVERNOR,1,Walt Maddox,10596,DEM
1001030,GENERAL ELECTION 2018,61,Talladega,1001000,GOVERNOR,2,Kay Ivey,15608,REP
1001030,GENERAL ELECTION 2018,61,Talladega,1001000,GOVERNOR,3,Write-In,27,NON
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1000930,AL-03,1,Mallory Hagan,4673,DEM
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1000930,AL-03,2,Mike Rogers,10967,REP
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1000930,AL-03,3,Write-In,5,NON
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1001000,GOVERNOR,1,Walt Maddox,4998,DEM
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1001000,GOVERNOR,2,Kay Ivey,10678,REP
1001030,GENERAL ELECTION 2018,62,Tallapoosa,1001000,GOVERNOR,3,Write-In,25,NON
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1000940,AL-04,1,Lee Auman,5447,DEM
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1000940,AL-04,2,Robert Aderholt,17520,REP
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1000940,AL-04,3,Write-In,14,NON
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1000970,AL-07,1,Terri A. Sewell,27481,DEM
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1000970,AL-07,2,Write-In,1513,NON
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1001000,GOVERNOR,1,Walt Maddox,34268,DEM
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1001000,GOVERNOR,2,Kay Ivey,34293,REP
1001030,GENERAL ELECTION 2018,63,Tuscaloosa,1001000,GOVERNOR,3,Write-In,122,NON
1001030,GENERAL ELECTION 2018,64,Walker,1000940,AL-04,1,Lee Auman,4097,DEM
1001030,GENERAL ELECTION 2018,64,Walker,1000940,AL-04,2,Robert Aderholt,18869,REP
1001030,GENERAL ELECTION 2018,64,Walker,1000940,AL-04,3,Write-In,23,NON
1001030,GENERAL ELECTION 2018,64,Walker,1001000,GOVERNOR,1,Walt Maddox,5453,DEM
1001030,GENERAL ELECTION 2018,64,Walker,1001000,GOVERNOR,2,Kay Ivey,17643,REP
1001030,GENERAL ELECTION 2018,64,Walker,1001000,GOVERNOR,3,Write-In,38,NON
1001030,GENERAL ELECTION 2018,65,Washington,1000910,AL-01,1,"Robert Kennedy, Jr.",2000,DEM
1001030,GENERAL ELECTION 2018,65,Washington,1000910,AL-01,2,Bradley Byrne,4797,REP
1001030,GENERAL ELECTION 2018,65,Washington,1000910,AL-01,3,Write-In,2,NON
1001030,GENERAL ELECTION 2018,65,Washington,1001000,GOVERNOR,1,Walt Maddox,2168,DEM
1001030,GENERAL ELECTION 2018,65,Washington,1001000,GOVERNOR,2,Kay Ivey,4724,REP
1001030,GENERAL ELECTION 2018,65,Washington,1001000,GOVERNOR,3,Write-In,7,NON
1001030,GENERAL ELECTION 2018,66,Wilcox,1000970,AL-07,1,Terri A. Sewell,3478,DEM
1001030,GENERAL ELECTION 2018,66,Wilcox,1000970,AL-07,2,Write-In,71,NON
1001030,GENERAL ELECTION 2018,66,Wilcox,1001000,GOVERNOR,1,Walt Maddox,3138,DEM
1001030,GENERAL ELECTION 2018,66,Wilcox,1001000,GOVERNOR,2,Kay Ivey,1577,REP
1001030,GENERAL ELECTION 2018,66,Wilcox,1001000,GOVERNOR,3,Write-In,4,NON
1001030,GENERAL ELECTION 2018,67,Winston,1000940,AL-04,1,Lee Auman,826,DEM
1001030,GENERAL ELECTION 2018,67,Winston,1000940,AL-04,2,Robert Aderholt,6826,REP
1001030,GENERAL ELECTION 2018,67,Winston,1000940,AL-04,3,Write-In,20,NON
1001030,GENERAL ELECTION 2018,67,Winston,1001000,GOVERNOR,1,Walt Maddox,1100,DEM
1001030,GENERAL ELECTION 2018,67,Winston,1001000,GOVERNOR,2,Kay Ivey,6569,REP
1001030,GENERAL ELECTION 2018,67,Winston,1001000,GOVERNOR,3,Write-In,25,NON