"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes"
"2018 General Election","MONROE","Representative in Congress","8th Congressional District","Democratic","CARTWRIGHT, MATTHEW ALTON ","18,335","0","0"
"2018 General Election","MONROE","Representative in Congress","8th Congressional District","Republican","CHRIN, JOHN ROBERT ","15,156","0","0"
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","246,779","0","0"
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","126,373","0","0"
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","2,291","0","0"
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","3,418","0","0"
"2018 General Election","MONTGOMERY","Governor","Statewide","Democratic","WOLF, THOMAS W ","254,985","0","0"
"2018 General Election","MONTGOMERY","Governor","Statewide","Republican","WAGNER, SCOTT R ","119,975","0","0"
"2018 General Election","MONTGOMERY","Governor","Statewide","Green","GLOVER, PAUL ","1,722","0","0"
"2018 General Election","MONTGOMERY","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","3,237","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","1st Congressional District","Democratic","WALLACE, HENRY SCOTT ","19,130","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","1st Congressional District","Republican","FITZPATRICK, BRIAN K ","16,550","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","4th Congressional District","Democratic","DEAN CUNNANE , MADELEINE ","207,381","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","4th Congressional District","Republican","DAVID, DANIEL ","116,954","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","5th Congressional District","Democratic","SCANLON, MARY GAY ","13,888","0","0"
"2018 General Election","MONTGOMERY","Representative in Congress","5th Congressional District","Republican","KIM, PEARL ","3,884","0","0"
"2018 General Election","MONTOUR","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","2,963","0","0"
"2018 General Election","MONTOUR","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","3,943","0","0"
"2018 General Election","MONTOUR","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","52","0","0"
"2018 General Election","MONTOUR","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","73","0","0"
"2018 General Election","MONTOUR","Governor","Statewide","Democratic","WOLF, THOMAS W ","3,224","0","0"
"2018 General Election","MONTOUR","Governor","Statewide","Republican","WAGNER, SCOTT R ","3,642","0","0"
"2018 General Election","MONTOUR","Governor","Statewide","Green","GLOVER, PAUL ","48","0","0"
"2018 General Election","MONTOUR","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","97","0","0"
"2018 General Election","MONTOUR","Representative in Congress","9th Congressional District","Democratic","WOLFF, DENNIS ","3,076","0","0"
"2018 General Election","MONTOUR","Representative in Congress","9th Congressional District","Republican","MEUSER, DANIEL ","3,915","0","0"
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","62,275","0","0"
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","50,385","0","0"
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","714","0","0"
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","1,242","0","0"
"2018 General Election","NORTHAMPTON","Governor","Statewide","Democratic","WOLF, THOMAS W ","65,749","0","0"
"2018 General Election","NORTHAMPTON","Governor","Statewide","Republican","WAGNER, SCOTT R ","47,527","0","0"
"2018 General Election","NORTHAMPTON","Governor","Statewide","Green","GLOVER, PAUL ","635","0","0"
"2018 General Election","NORTHAMPTON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","1,211","0","0"
"2018 General Election","NORTHAMPTON","Representative in Congress","7th Congressional District","Democratic","WILD, SUSAN ELLIS ","59,393","0","0"
"2018 General Election","NORTHAMPTON","Representative in Congress","7th Congressional District","Republican","NOTHSTEIN, MARTIN W ","51,888","0","0"
"2018 General Election","NORTHAMPTON","Representative in Congress","7th Congressional District","Libertarian","SILFIES, TIM ","3,450","0","0"
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","10,401","0","0"
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","17,603","0","0"
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","143","0","0"
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","281","0","0"
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Democratic","WOLF, THOMAS W ","12,126","0","0"
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Republican","WAGNER, SCOTT R ","16,160","0","0"
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Green","GLOVER, PAUL ","199","0","0"
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","352","0","0"
"2018 General Election","NORTHUMBERLAND","Representative in Congress","9th Congressional District","Democratic","WOLFF, DENNIS ","3,677","0","0"
"2018 General Election","NORTHUMBERLAND","Representative in Congress","9th Congressional District","Republican","MEUSER, DANIEL ","5,202","0","0"
"2018 General Election","NORTHUMBERLAND","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","5,424","0","0"
"2018 General Election","NORTHUMBERLAND","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","13,138","0","0"
"2018 General Election","PERRY","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,186","0","0"
"2018 General Election","PERRY","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","11,607","0","0"
"2018 General Election","PERRY","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","136","0","0"
"2018 General Election","PERRY","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","249","0","0"
"2018 General Election","PERRY","Governor","Statewide","Democratic","WOLF, THOMAS W ","5,905","0","0"
"2018 General Election","PERRY","Governor","Statewide","Republican","WAGNER, SCOTT R ","10,915","0","0"
"2018 General Election","PERRY","Governor","Statewide","Green","GLOVER, PAUL ","114","0","0"
"2018 General Election","PERRY","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","262","0","0"
"2018 General Election","PERRY","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","4,493","0","0"
"2018 General Election","PERRY","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","12,576","0","0"
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","466,472","0","0"
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","65,021","0","0"
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","3,450","0","0"
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","2,703","0","0"
"2018 General Election","PHILADELPHIA","Governor","Statewide","Democratic","WOLF, THOMAS W ","469,613","0","0"
"2018 General Election","PHILADELPHIA","Governor","Statewide","Republican","WAGNER, SCOTT R ","62,961","0","0"
"2018 General Election","PHILADELPHIA","Governor","Statewide","Green","GLOVER, PAUL ","2,826","0","0"
"2018 General Election","PHILADELPHIA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","2,503","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","2nd Congressional District","Democratic","BOYLE, BRENDAN F ","155,955","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","2nd Congressional District","Republican","TORRES, DAVID ","41,540","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","3rd Congressional District","Democratic","EVANS, DWIGHT ","278,122","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","3rd Congressional District","Republican","LEIB, BRYAN E ","19,700","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","5th Congressional District","Democratic","SCANLON, MARY GAY ","29,354","0","0"
"2018 General Election","PHILADELPHIA","Representative in Congress","5th Congressional District","Republican","KIM, PEARL ","7,172","0","0"
"2018 General Election","PIKE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","8,696","0","0"
"2018 General Election","PIKE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","11,772","0","0"
"2018 General Election","PIKE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","151","0","0"
"2018 General Election","PIKE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","175","0","0"
"2018 General Election","PIKE","Governor","Statewide","Democratic","WOLF, THOMAS W ","9,074","0","0"
"2018 General Election","PIKE","Governor","Statewide","Republican","WAGNER, SCOTT R ","11,408","0","0"
"2018 General Election","PIKE","Governor","Statewide","Green","GLOVER, PAUL ","134","0","0"
"2018 General Election","PIKE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","184","0","0"
"2018 General Election","PIKE","Representative in Congress","8th Congressional District","Democratic","CARTWRIGHT, MATTHEW ALTON ","8,711","0","0"
"2018 General Election","PIKE","Representative in Congress","8th Congressional District","Republican","CHRIN, JOHN ROBERT ","12,030","0","0"
"2018 General Election","POTTER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","1,537","0","0"
"2018 General Election","POTTER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","4,564","0","0"
"2018 General Election","POTTER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","38","0","0"
"2018 General Election","POTTER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","63","0","0"
"2018 General Election","POTTER","Governor","Statewide","Democratic","WOLF, THOMAS W ","1,452","0","0"
"2018 General Election","POTTER","Governor","Statewide","Republican","WAGNER, SCOTT R ","4,687","0","0"
"2018 General Election","POTTER","Governor","Statewide","Green","GLOVER, PAUL ","42","0","0"
"2018 General Election","POTTER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","67","0","0"
"2018 General Election","POTTER","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","1,418","0","0"
"2018 General Election","POTTER","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","4,809","0","0"
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","17,682","0","0"
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","30,444","0","0"
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","278","0","0"
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","421","0","0"
"2018 General Election","SCHUYLKILL","Governor","Statewide","Democratic","WOLF, THOMAS W ","21,172","0","0"
"2018 General Election","SCHUYLKILL","Governor","Statewide","Republican","WAGNER, SCOTT R ","26,635","0","0"
"2018 General Election","SCHUYLKILL","Governor","Statewide","Green","GLOVER, PAUL ","329","0","0"
"2018 General Election","SCHUYLKILL","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","570","0","0"
"2018 General Election","SCHUYLKILL","Representative in Congress","9th Congressional District","Democratic","WOLFF, DENNIS ","18,501","0","0"
"2018 General Election","SCHUYLKILL","Representative in Congress","9th Congressional District","Republican","MEUSER, DANIEL ","29,939","0","0"
"2018 General Election","SNYDER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","4,322","0","0"
"2018 General Election","SNYDER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","8,826","0","0"
"2018 General Election","SNYDER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","87","0","0"
"2018 General Election","SNYDER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","158","0","0"
"2018 General Election","SNYDER","Governor","Statewide","Democratic","WOLF, THOMAS W ","4,833","0","0"
"2018 General Election","SNYDER","Governor","Statewide","Republican","WAGNER, SCOTT R ","8,283","0","0"
"2018 General Election","SNYDER","Governor","Statewide","Green","GLOVER, PAUL ","67","0","0"
"2018 General Election","SNYDER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","149","0","0"
"2018 General Election","SNYDER","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","3,581","0","0"
"2018 General Election","SNYDER","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","9,690","0","0"
"2018 General Election","SOMERSET","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","9,322","0","0"
"2018 General Election","SOMERSET","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","18,896","0","0"
"2018 General Election","SOMERSET","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","129","0","0"
"2018 General Election","SOMERSET","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","290","0","0"
"2018 General Election","SOMERSET","Governor","Statewide","Democratic","WOLF, THOMAS W ","9,138","0","0"
"2018 General Election","SOMERSET","Governor","Statewide","Republican","WAGNER, SCOTT R ","19,020","0","0"
"2018 General Election","SOMERSET","Governor","Statewide","Green","GLOVER, PAUL ","204","0","0"
"2018 General Election","SOMERSET","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","366","0","0"
"2018 General Election","SOMERSET","Representative in Congress","13th Congressional District","Democratic","OTTAWAY, BRENT M ","6,963","0","0"
"2018 General Election","SOMERSET","Representative in Congress","13th Congressional District","Republican","JOYCE, JOHN ","21,572","0","0"
"2018 General Election","SULLIVAN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","962","0","0"
"2018 General Election","SULLIVAN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","1,720","0","0"
"2018 General Election","SULLIVAN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","11","0","0"
"2018 General Election","SULLIVAN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","37","0","0"
"2018 General Election","SULLIVAN","Governor","Statewide","Democratic","WOLF, THOMAS W ","977","0","0"
"2018 General Election","SULLIVAN","Governor","Statewide","Republican","WAGNER, SCOTT R ","1,661","0","0"
"2018 General Election","SULLIVAN","Governor","Statewide","Green","GLOVER, PAUL ","11","0","0"
"2018 General Election","SULLIVAN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","50","0","0"
"2018 General Election","SULLIVAN","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","825","0","0"
"2018 General Election","SULLIVAN","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","1,878","0","0"
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,521","0","0"
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","10,112","0","0"
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","120","0","0"
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","163","0","0"
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Democratic","WOLF, THOMAS W ","5,273","0","0"
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Republican","WAGNER, SCOTT R ","10,137","0","0"
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Green","GLOVER, PAUL ","132","0","0"
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","177","0","0"
"2018 General Election","SUSQUEHANNA","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","4,755","0","0"
"2018 General Election","SUSQUEHANNA","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","10,871","0","0"
"2018 General Election","TIOGA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","3,958","0","0"
"2018 General Election","TIOGA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","9,812","0","0"
"2018 General Election","TIOGA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","118","0","0"
"2018 General Election","TIOGA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","190","0","0"
"2018 General Election","TIOGA","Governor","Statewide","Democratic","WOLF, THOMAS W ","3,807","0","0"
"2018 General Election","TIOGA","Governor","Statewide","Republican","WAGNER, SCOTT R ","10,036","0","0"
"2018 General Election","TIOGA","Governor","Statewide","Green","GLOVER, PAUL ","132","0","0"
"2018 General Election","TIOGA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","178","0","0"
"2018 General Election","TIOGA","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","3,561","0","0"
"2018 General Election","TIOGA","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","10,494","0","0"
"2018 General Election","UNION","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,901","0","0"
"2018 General Election","UNION","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","8,317","0","0"
"2018 General Election","UNION","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","79","0","0"
"2018 General Election","UNION","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","144","0","0"
"2018 General Election","UNION","Governor","Statewide","Democratic","WOLF, THOMAS W ","6,426","0","0"
"2018 General Election","UNION","Governor","Statewide","Republican","WAGNER, SCOTT R ","7,676","0","0"
"2018 General Election","UNION","Governor","Statewide","Green","GLOVER, PAUL ","93","0","0"
"2018 General Election","UNION","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","201","0","0"
"2018 General Election","UNION","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","5,415","0","0"
"2018 General Election","UNION","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","8,950","0","0"
"2018 General Election","VENANGO","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","6,944","0","0"
"2018 General Election","VENANGO","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","11,210","0","0"
"2018 General Election","VENANGO","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","122","0","0"
"2018 General Election","VENANGO","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","235","0","0"
"2018 General Election","VENANGO","Governor","Statewide","Democratic","WOLF, THOMAS W ","7,430","0","0"
"2018 General Election","VENANGO","Governor","Statewide","Republican","WAGNER, SCOTT R ","10,856","0","0"
"2018 General Election","VENANGO","Governor","Statewide","Green","GLOVER, PAUL ","96","0","0"
"2018 General Election","VENANGO","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","242","0","0"
"2018 General Election","VENANGO","Representative in Congress","15th Congressional District","Democratic","BOSER, SUSAN ","5,626","0","0"
"2018 General Election","VENANGO","Representative in Congress","15th Congressional District","Republican","THOMPSON, GLENN WILLIAM JR","12,036","0","0"
"2018 General Election","WARREN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,390","0","0"
"2018 General Election","WARREN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","8,734","0","0"
"2018 General Election","WARREN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","92","0","0"
"2018 General Election","WARREN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","153","0","0"
"2018 General Election","WARREN","Governor","Statewide","Democratic","WOLF, THOMAS W ","5,447","0","0"
"2018 General Election","WARREN","Governor","Statewide","Republican","WAGNER, SCOTT R ","8,766","0","0"
"2018 General Election","WARREN","Governor","Statewide","Green","GLOVER, PAUL ","108","0","0"
"2018 General Election","WARREN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","162","0","0"
"2018 General Election","WARREN","Representative in Congress","15th Congressional District","Democratic","BOSER, SUSAN ","4,770","0","0"
"2018 General Election","WARREN","Representative in Congress","15th Congressional District","Republican","THOMPSON, GLENN WILLIAM JR","9,660","0","0"
"2018 General Election","WASHINGTON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","39,106","0","0"
"2018 General Election","WASHINGTON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","41,865","0","0"
"2018 General Election","WASHINGTON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","378","0","0"
"2018 General Election","WASHINGTON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","935","0","0"
"2018 General Election","WASHINGTON","Governor","Statewide","Democratic","WOLF, THOMAS W ","39,781","0","0"
"2018 General Election","WASHINGTON","Governor","Statewide","Republican","WAGNER, SCOTT R ","40,581","0","0"
"2018 General Election","WASHINGTON","Governor","Statewide","Green","GLOVER, PAUL ","573","0","0"
"2018 General Election","WASHINGTON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","1,275","0","0"
"2018 General Election","WASHINGTON","Representative in Congress","14th Congressional District","Democratic","BOERIO, BIBIANA ","32,134","0","0"
"2018 General Election","WASHINGTON","Representative in Congress","14th Congressional District","Republican","RESCHENTHALER, GUY L ","43,543","0","0"
"2018 General Election","WAYNE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","7,625","0","0"
"2018 General Election","WAYNE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","12,269","0","0"
"2018 General Election","WAYNE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","119","0","0"
"2018 General Election","WAYNE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","149","0","0"
"2018 General Election","WAYNE","Governor","Statewide","Democratic","WOLF, THOMAS W ","8,023","0","0"
"2018 General Election","WAYNE","Governor","Statewide","Republican","WAGNER, SCOTT R ","11,751","0","0"
"2018 General Election","WAYNE","Governor","Statewide","Green","GLOVER, PAUL ","134","0","0"
"2018 General Election","WAYNE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","178","0","0"
"2018 General Election","WAYNE","Representative in Congress","8th Congressional District","Democratic","CARTWRIGHT, MATTHEW ALTON ","7,502","0","0"
"2018 General Election","WAYNE","Representative in Congress","8th Congressional District","Republican","CHRIN, JOHN ROBERT ","12,514","0","0"
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","63,760","0","0"
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","79,058","0","0"
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","702","0","0"
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","1,698","0","0"
"2018 General Election","WESTMORELAND","Governor","Statewide","Democratic","WOLF, THOMAS W ","67,935","0","0"
"2018 General Election","WESTMORELAND","Governor","Statewide","Republican","WAGNER, SCOTT R ","76,110","0","0"
"2018 General Election","WESTMORELAND","Governor","Statewide","Green","GLOVER, PAUL ","689","0","0"
"2018 General Election","WESTMORELAND","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","1,529","0","0"
"2018 General Election","WESTMORELAND","Representative in Congress","13th Congressional District","Democratic","OTTAWAY, BRENT M ","5,453","0","0"
"2018 General Election","WESTMORELAND","Representative in Congress","13th Congressional District","Republican","JOYCE, JOHN ","9,971","0","0"
"2018 General Election","WESTMORELAND","Representative in Congress","14th Congressional District","Democratic","BOERIO, BIBIANA ","54,251","0","0"
"2018 General Election","WESTMORELAND","Representative in Congress","14th Congressional District","Republican","RESCHENTHALER, GUY L ","75,515","0","0"
"2018 General Election","WYOMING","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","3,868","0","0"
"2018 General Election","WYOMING","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","6,582","0","0"
"2018 General Election","WYOMING","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","86","0","0"
"2018 General Election","WYOMING","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","92","0","0"
"2018 General Election","WYOMING","Governor","Statewide","Democratic","WOLF, THOMAS W ","4,101","0","0"
"2018 General Election","WYOMING","Governor","Statewide","Republican","WAGNER, SCOTT R ","6,344","0","0"
"2018 General Election","WYOMING","Governor","Statewide","Green","GLOVER, PAUL ","104","0","0"
"2018 General Election","WYOMING","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","100","0","0"
"2018 General Election","WYOMING","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC ","3,567","0","0"
"2018 General Election","WYOMING","Representative in Congress","12th Congressional District","Republican","MARINO, THOMAS A ","6,980","0","0"
"2018 General Election","YORK","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","68,701","0","0"
"2018 General Election","YORK","United States Senator","Statewide","Republican","BARLETTA, LOUIS J. ","95,144","0","0"
"2018 General Election","YORK","United States Senator","Statewide","Green","GALE, NEAL TAYLOR ","1,283","0","0"
"2018 General Election","YORK","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","2,423","0","0"
"2018 General Election","YORK","Governor","Statewide","Democratic","WOLF, THOMAS W ","74,521","0","0"
"2018 General Election","YORK","Governor","Statewide","Republican","WAGNER, SCOTT R ","89,735","0","0"
"2018 General Election","YORK","Governor","Statewide","Green","GLOVER, PAUL ","901","0","0"
"2018 General Election","YORK","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V ","2,148","0","0"
"2018 General Election","YORK","Representative in Congress","10th Congressional District","Democratic","SCOTT, GEORGE B ","41,059","0","0"
"2018 General Election","YORK","Representative in Congress","10th Congressional District","Republican","PERRY, SCOTT G ","52,310","0","0"
"2018 General Election","YORK","Representative in Congress","11th Congressional District","Democratic","KING, JESSICA ","26,271","0","0"
"2018 General Election","YORK","Representative in Congress","11th Congressional District","Republican","SMUCKER, LLOYD K ","49,393","0","0"
